Segment,Country, Product , Discount Band ,Units Sold, Manufacturing Price , Sale Price , Gross Sales , Discounts ,  Sales , COGS , Profit ,Date,Month Number, Month Name ,Year
Frozen Foods,Switzerland, Typica , Low ,2788.5, $6.50 , $390.00 ," $725,010.00 "," $29,000.40 "," $696,009.60 "," $604,175.00 "," $70,642.00 ",01/08/2021,8, August ,2021
Frozen Foods,Switzerland, Typica , Low ,3031.5, $6.50 , $390.00 ," $788,190.00 "," $31,527.60 "," $756,662.40 "," $656,825.00 "," $76,798.00 ",01/10/2021,10, October ,2021
Packaged and Prepared Foods,Belgium, Typica , Low ,1707, $6.50 , $162.50 ," $184,925.00 "," $7,397.00 "," $177,528.00 "," $177,528.00 ", $-   ,01/12/2021,12, December ,2021
Beverages,United States of America, Blue Mountain Coffee , Low ,6376.5, $13.00 , $9.10 ," $38,684.10 "," $1,547.36 "," $37,136.74 "," $27,631.50 "," $7,311.72 ",01/01/2021,1, January ,2021
Packaged and Prepared Foods,Switzerland, Blue Mountain Coffee , Low ,1192.5, $13.00 , $162.50 ," $129,187.50 "," $5,167.50 "," $124,020.00 "," $124,020.00 ", $-   ,01/03/2021,3, March ,2021
Frozen Foods,Switzerland, Blue Mountain Coffee , Low ,2121.75, $13.00 , $390.00 ," $551,655.00 "," $22,066.20 "," $529,588.80 "," $459,712.50 "," $53,751.00 ",01/04/2021,4, April ,2021
Frozen Foods,China, Blue Mountain Coffee , Low ,4377, $13.00 , $390.00 ," $1,138,020.00 "," $45,520.80 "," $1,092,499.20 "," $948,350.00 "," $110,884.00 ",01/05/2021,5, May ,2021
Beverages,China, Blue Mountain Coffee , Low ,5175, $13.00 , $455.00 ," $1,569,750.00 "," $62,790.00 "," $1,506,960.00 "," $1,166,100.00 "," $262,200.00 ",01/07/2021,7, July ,2021
Packaged and Prepared Foods,Japan, Blue Mountain Coffee , Low ,4482, $13.00 , $162.50 ," $485,550.00 "," $19,422.00 "," $466,128.00 "," $466,128.00 ", $-   ,01/07/2021,7, July ,2021
Snacks,United States of America, Blue Mountain Coffee , Low ,327, $13.00 , $19.50 ," $4,251.00 ", $170.04 ," $4,080.96 "," $2,834.00 ", $959.20 ,01/09/2021,9, September ,2021
Beverages,United States of America, Blue Mountain Coffee , Low ,3111, $13.00 , $26.00 ," $53,924.00 "," $2,156.96 "," $51,767.04 "," $26,962.00 "," $19,080.80 ",01/09/2021,9, September ,2021
Beverages,China, Blue Mountain Coffee , Low ,1584, $13.00 , $26.00 ," $27,456.00 "," $1,098.24 "," $26,357.76 "," $13,728.00 "," $9,715.20 ",01/09/2021,9, September ,2021
Beverages,China, Blue Mountain Coffee , Low ,411, $13.00 , $455.00 ," $124,670.00 "," $4,986.80 "," $119,683.20 "," $92,612.00 "," $20,824.00 ",01/12/2021,12, December ,2021
Packaged and Prepared Foods,Belgium, Blue Mountain Coffee , Low ,1707, $13.00 , $162.50 ," $184,925.00 "," $7,397.00 "," $177,528.00 "," $177,528.00 ", $-   ,01/12/2021,12, December ,2021
Dairy Products,China, Bourbon , Low ,2197.5, $156.00 , $15.60 ," $22,854.00 ", $914.16 ," $21,939.84 "," $5,713.50 "," $12,481.80 ",01/03/2021,3, March ,2021
Beverages,Japan, Bourbon , Low ,3265.5, $156.00 , $455.00 ," $990,535.00 "," $39,621.40 "," $950,913.60 "," $735,826.00 "," $165,452.00 ",01/10/2021,10, October ,2021
Dairy Products,Japan, Arabica , Low ,1299, $325.00 , $15.60 ," $13,509.60 ", $540.38 ," $12,969.22 "," $3,377.40 "," $7,378.32 ",01/05/2021,5, May ,2021
Beverages,Japan, Arabica , Low ,3265.5, $325.00 , $455.00 ," $990,535.00 "," $39,621.40 "," $950,913.60 "," $735,826.00 "," $165,452.00 ",01/10/2021,10, October ,2021
Beverages,Belgium, Caturra , Low ,2797.5, $338.00 , $455.00 ," $848,575.00 "," $33,943.00 "," $814,632.00 "," $630,370.00 "," $141,740.00 ",01/02/2021,2, February ,2021
Packaged and Prepared Foods,Belgium, Caturra , Low ,1611, $338.00 , $162.50 ," $174,525.00 "," $6,981.00 "," $167,544.00 "," $167,544.00 ", $-   ,01/04/2021,4, April ,2021
Beverages,Switzerland, Caturra , Low ,2860.5, $338.00 , $455.00 ," $867,685.00 "," $34,707.40 "," $832,977.60 "," $644,566.00 "," $144,932.00 ",01/09/2021,9, September ,2021
Beverages,Switzerland, Blue Mountain Coffee , Medium ,2058, $13.00 , $9.10 ," $12,485.20 ", $624.26 ," $11,860.94 "," $8,918.00 "," $2,263.80 ",01/01/2021,1, January ,2021
Beverages,Belgium, Blue Mountain Coffee , Medium ,4033.5, $13.00 , $9.10 ," $24,469.90 "," $1,223.50 "," $23,246.41 "," $17,478.50 "," $4,436.85 ",01/10/2021,10, October ,2021
Dairy Products,United States of America, Blue Mountain Coffee , Medium ,3646.5, $13.00 , $15.60 ," $37,923.60 "," $1,896.18 "," $36,027.42 "," $9,480.90 "," $20,420.40 ",01/12/2021,12, December ,2021
Dairy Products,United States of America, Bourbon , Medium ,3646.5, $156.00 , $15.60 ," $37,923.60 "," $1,896.18 "," $36,027.42 "," $9,480.90 "," $20,420.40 ",01/12/2021,12, December ,2021
Beverages,Belgium, Arabica , Medium ,4033.5, $325.00 , $9.10 ," $24,469.90 "," $1,223.50 "," $23,246.41 "," $17,478.50 "," $4,436.85 ",01/10/2021,10, October ,2021
Beverages,Belgium, Caturra , Medium ,2524.5, $338.00 , $9.10 ," $15,315.30 ", $765.77 ," $14,549.54 "," $10,939.50 "," $2,776.95 ",01/07/2021,7, July ,2021
Dairy Products,Belgium, Caturra , Medium ,1684.5, $338.00 , $15.60 ," $17,518.80 ", $875.94 ," $16,642.86 "," $4,379.70 "," $9,433.20 ",01/08/2021,8, August ,2021
Dairy Products,Japan, Robusta , Medium ,2797.5, $3.90 , $15.60 ," $29,094.00 "," $1,454.70 "," $27,639.30 "," $7,273.50 "," $15,666.00 ",01/02/2021,2, February ,2021
Dairy Products,Switzerland, Robusta , Medium ,1674, $3.90 , $15.60 ," $17,409.60 ", $870.48 ," $16,539.12 "," $4,352.40 "," $9,374.40 ",01/02/2021,2, February ,2021
Beverages,Japan, Robusta , Medium ,2344.5, $3.90 , $26.00 ," $40,638.00 "," $2,031.90 "," $38,606.10 "," $20,319.00 "," $14,067.00 ",01/05/2021,5, May ,2021
Frozen Foods,China, Robusta , Medium ,1486.5, $3.90 , $390.00 ," $386,490.00 "," $19,324.50 "," $367,165.50 "," $322,075.00 "," $34,685.00 ",01/06/2021,6, June ,2021
Snacks,Belgium, Robusta , Medium ,4186.5, $3.90 , $19.50 ," $54,424.50 "," $2,721.23 "," $51,703.28 "," $36,283.00 "," $11,861.75 ",01/11/2021,11, November ,2021
Beverages,China, Robusta , Medium ,855, $3.90 , $9.10 ," $5,187.00 ", $259.35 ," $4,927.65 "," $3,705.00 ", $940.50 ,01/12/2021,12, December ,2021
Beverages,Japan, Robusta , Medium ,3730.5, $3.90 , $9.10 ," $22,631.70 "," $1,131.59 "," $21,500.12 "," $16,165.50 "," $4,103.55 ",01/12/2021,12, December ,2021
Beverages,Japan, Typica , Medium ,2076.75, $6.50 , $455.00 ," $629,947.50 "," $31,497.38 "," $598,450.13 "," $467,961.00 "," $100,376.25 ",01/01/2021,1, January ,2021
Packaged and Prepared Foods,China, Typica , Medium ,5440.5, $6.50 , $162.50 ," $589,387.50 "," $29,469.38 "," $559,918.13 "," $565,812.00 "," $(4,533.75)",01/07/2021,7, July ,2021
Dairy Products,Switzerland, Typica , Medium ,3513, $6.50 , $15.60 ," $36,535.20 "," $1,826.76 "," $34,708.44 "," $9,133.80 "," $19,672.80 ",01/11/2021,11, November ,2021
Beverages,Japan, Blue Mountain Coffee , Medium ,1954.5, $13.00 , $26.00 ," $33,878.00 "," $1,693.90 "," $32,184.10 "," $16,939.00 "," $11,727.00 ",01/02/2021,2, February ,2021
Packaged and Prepared Foods,China, Blue Mountain Coffee , Medium ,4488, $13.00 , $162.50 ," $486,200.00 "," $24,310.00 "," $461,890.00 "," $466,752.00 "," $(3,740.00)",01/03/2021,3, March ,2021
Packaged and Prepared Foods,Japan, Blue Mountain Coffee , Medium ,3577.5, $13.00 , $162.50 ," $387,562.50 "," $19,378.13 "," $368,184.38 "," $372,060.00 "," $(2,981.25)",01/03/2021,3, March ,2021
Frozen Foods,Belgium, Blue Mountain Coffee , Medium ,2410.5, $13.00 , $390.00 ," $626,730.00 "," $31,336.50 "," $595,393.50 "," $522,275.00 "," $56,245.00 ",01/04/2021,4, April ,2021
Beverages,China, Blue Mountain Coffee , Medium ,3490.5, $13.00 , $9.10 ," $21,175.70 "," $1,058.79 "," $20,116.92 "," $15,125.50 "," $3,839.55 ",01/05/2021,5, May ,2021
Frozen Foods,China, Blue Mountain Coffee , Medium ,1486.5, $13.00 , $390.00 ," $386,490.00 "," $19,324.50 "," $367,165.50 "," $322,075.00 "," $34,685.00 ",01/06/2021,6, June ,2021
Beverages,China, Blue Mountain Coffee , Medium ,903, $13.00 , $455.00 ," $273,910.00 "," $13,695.50 "," $260,214.50 "," $203,476.00 "," $43,645.00 ",01/06/2021,6, June ,2021
Snacks,Japan, Blue Mountain Coffee , Medium ,3930, $13.00 , $19.50 ," $51,090.00 "," $2,554.50 "," $48,535.50 "," $34,060.00 "," $11,135.00 ",01/09/2021,9, September ,2021
Packaged and Prepared Foods,China, Blue Mountain Coffee , Medium ,1291.5, $13.00 , $162.50 ," $139,912.50 "," $6,995.63 "," $132,916.88 "," $134,316.00 "," $(1,076.25)",01/10/2021,10, October ,2021
Beverages,China, Blue Mountain Coffee , Medium ,3994.5, $13.00 , $26.00 ," $69,238.00 "," $3,461.90 "," $65,776.10 "," $34,619.00 "," $23,967.00 ",01/12/2021,12, December ,2021
Snacks,China, Bourbon , Medium ,832.5, $156.00 , $19.50 ," $10,822.50 ", $541.13 ," $10,281.38 "," $7,215.00 "," $2,358.75 ",01/01/2021,1, January ,2021
Snacks,Belgium, Bourbon , Medium ,4291.5, $156.00 , $19.50 ," $55,789.50 "," $2,789.48 "," $53,000.03 "," $37,193.00 "," $12,159.25 ",01/01/2021,1, January ,2021
Packaged and Prepared Foods,Switzerland, Bourbon , Medium ,1210.5, $156.00 , $162.50 ," $131,137.50 "," $6,556.88 "," $124,580.63 "," $125,892.00 "," $(1,008.75)",01/02/2021,2, February ,2021
Beverages,China, Bourbon , Medium ,903, $156.00 , $455.00 ," $273,910.00 "," $13,695.50 "," $260,214.50 "," $203,476.00 "," $43,645.00 ",01/06/2021,6, June ,2021
Beverages,China, Bourbon , Medium ,4248, $156.00 , $26.00 ," $73,632.00 "," $3,681.60 "," $69,950.40 "," $36,816.00 "," $25,488.00 ",01/08/2021,8, August ,2021
Beverages,Japan, Bourbon , Medium ,2368.5, $156.00 , $26.00 ," $41,054.00 "," $2,052.70 "," $39,001.30 "," $20,527.00 "," $14,211.00 ",01/08/2021,8, August ,2021
Packaged and Prepared Foods,China, Bourbon , Medium ,1291.5, $156.00 , $162.50 ," $139,912.50 "," $6,995.63 "," $132,916.88 "," $134,316.00 "," $(1,076.25)",01/10/2021,10, October ,2021
Frozen Foods,Switzerland, Bourbon , Medium ,1875, $156.00 , $390.00 ," $487,500.00 "," $24,375.00 "," $463,125.00 "," $406,250.00 "," $43,750.00 ",01/12/2021,12, December ,2021
Beverages,China, Arabica , Medium ,3994.5, $325.00 , $26.00 ," $69,238.00 "," $3,461.90 "," $65,776.10 "," $34,619.00 "," $23,967.00 ",01/12/2021,12, December ,2021
Beverages,China, Arabica , Medium ,855, $325.00 , $9.10 ," $5,187.00 ", $259.35 ," $4,927.65 "," $3,705.00 ", $940.50 ,01/12/2021,12, December ,2021
Beverages,Japan, Arabica , Medium ,3730.5, $325.00 , $9.10 ," $22,631.70 "," $1,131.59 "," $21,500.12 "," $16,165.50 "," $4,103.55 ",01/12/2021,12, December ,2021
Beverages,Switzerland, Caturra , Medium ,2025, $338.00 , $455.00 ," $614,250.00 "," $30,712.50 "," $583,537.50 "," $456,300.00 "," $97,875.00 ",01/02/2021,2, February ,2021
Beverages,United States of America, Caturra , Medium ,828, $338.00 , $455.00 ," $251,160.00 "," $12,558.00 "," $238,602.00 "," $186,576.00 "," $40,020.00 ",01/08/2021,8, August ,2021
Frozen Foods,Switzerland, Caturra , Medium ,1875, $338.00 , $390.00 ," $487,500.00 "," $24,375.00 "," $463,125.00 "," $406,250.00 "," $43,750.00 ",01/12/2021,12, December ,2021
Snacks,Japan, Blue Mountain Coffee , Medium ,5701.5, $13.00 , $19.50 ," $74,119.50 "," $4,447.17 "," $69,672.33 "," $49,413.00 "," $15,584.10 ",01/04/2021,4, April ,2021
Beverages,China, Robusta , Medium ,1676.25, $3.90 , $26.00 ," $29,055.00 "," $1,743.30 "," $27,311.70 "," $14,527.50 "," $9,834.00 ",01/01/2021,1, January ,2021
Snacks,United States of America, Robusta , Medium ,4266, $3.90 , $19.50 ," $55,458.00 "," $3,327.48 "," $52,130.52 "," $36,972.00 "," $11,660.40 ",01/06/2021,6, June ,2021
Dairy Products,Belgium, Robusta , Medium ,843, $3.90 , $15.60 ," $8,767.20 ", $526.03 ," $8,241.17 "," $2,191.80 "," $4,653.36 ",01/09/2021,9, September ,2021
Snacks,China, Robusta , Medium ,3045, $3.90 , $19.50 ," $39,585.00 "," $2,375.10 "," $37,209.90 "," $26,390.00 "," $8,323.00 ",01/11/2021,11, November ,2021
Beverages,Belgium, Typica , Medium ,1470, $6.50 , $455.00 ," $445,900.00 "," $26,754.00 "," $419,146.00 "," $331,240.00 "," $67,620.00 ",01/04/2021,4, April ,2021
Beverages,Switzerland, Typica , Medium ,2190, $6.50 , $455.00 ," $664,300.00 "," $39,858.00 "," $624,442.00 "," $493,480.00 "," $100,740.00 ",01/05/2021,5, May ,2021
Dairy Products,China, Typica , Medium ,4084.5, $6.50 , $15.60 ," $42,478.80 "," $2,548.73 "," $39,930.07 "," $10,619.70 "," $22,546.44 ",01/11/2021,11, November ,2021
Beverages,Japan, Blue Mountain Coffee , Medium ,2244, $13.00 , $455.00 ," $680,680.00 "," $40,840.80 "," $639,839.20 "," $505,648.00 "," $103,224.00 ",01/06/2021,6, June ,2021
Packaged and Prepared Foods,United States of America, Bourbon , Medium ,1428, $156.00 , $162.50 ," $154,700.00 "," $9,282.00 "," $145,418.00 "," $148,512.00 "," $(2,380.00)",01/02/2021,2, February ,2021
Packaged and Prepared Foods,China, Bourbon , Medium ,4132.5, $156.00 , $162.50 ," $447,687.50 "," $26,861.25 "," $420,826.25 "," $429,780.00 "," $(6,887.50)",01/02/2021,2, February ,2021
Snacks,Switzerland, Bourbon , Medium ,2295, $156.00 , $19.50 ," $29,835.00 "," $1,790.10 "," $28,044.90 "," $19,890.00 "," $6,273.00 ",01/05/2021,5, May ,2021
Beverages,Japan, Bourbon , Medium ,2244, $156.00 , $455.00 ," $680,680.00 "," $40,840.80 "," $639,839.20 "," $505,648.00 "," $103,224.00 ",01/06/2021,6, June ,2021
Beverages,Belgium, Bourbon , Medium ,2247, $156.00 , $9.10 ," $13,631.80 ", $817.91 ," $12,813.89 "," $9,737.00 "," $2,366.84 ",01/06/2021,6, June ,2021
Snacks,United States of America, Arabica , Medium ,4266, $325.00 , $19.50 ," $55,458.00 "," $3,327.48 "," $52,130.52 "," $36,972.00 "," $11,660.40 ",01/06/2021,6, June ,2021
Beverages,Belgium, Arabica , Medium ,2247, $325.00 , $9.10 ," $13,631.80 ", $817.91 ," $12,813.89 "," $9,737.00 "," $2,366.84 ",01/06/2021,6, June ,2021
Packaged and Prepared Foods,Japan, Caturra , Medium ,2981.25, $338.00 , $162.50 ," $322,968.75 "," $19,378.13 "," $303,590.63 "," $310,050.00 "," $(4,968.75)",01/01/2021,1, January ,2021
Beverages,Belgium, Caturra , Medium ,2518.5, $338.00 , $455.00 ," $763,945.00 "," $45,836.70 "," $718,108.30 "," $567,502.00 "," $115,851.00 ",01/09/2021,9, September ,2021
Snacks,China, Blue Mountain Coffee , Medium ,3297, $13.00 , $19.50 ," $42,861.00 "," $2,571.66 "," $40,289.34 "," $28,574.00 "," $9,011.80 ",01/08/2021,8, August ,2021
Snacks,Switzerland, Blue Mountain Coffee , Medium ,2614.5, $13.00 , $19.50 ," $33,988.50 "," $2,039.31 "," $31,949.19 "," $22,659.00 "," $7,146.30 ",01/08/2021,8, August ,2021
Snacks,China, Blue Mountain Coffee , Medium ,1729.5, $13.00 , $19.50 ," $22,483.50 "," $1,349.01 "," $21,134.49 "," $14,989.00 "," $4,727.30 ",01/10/2021,10, October ,2021
Beverages,Switzerland, Bourbon , Medium ,1501.5, $156.00 , $26.00 ," $26,026.00 "," $1,561.56 "," $24,464.44 "," $13,013.00 "," $8,808.80 ",01/08/2021,8, August ,2021
Beverages,Belgium, Bourbon , Medium ,1999.5, $156.00 , $9.10 ," $12,130.30 ", $727.82 ," $11,402.48 "," $8,664.50 "," $2,106.14 ",01/11/2021,11, November ,2021
Snacks,China, Arabica , Medium ,1729.5, $325.00 , $19.50 ," $22,483.50 "," $1,349.01 "," $21,134.49 "," $14,989.00 "," $4,727.30 ",01/10/2021,10, October ,2021
Dairy Products,Belgium, Robusta , Medium ,1090.5, $3.90 , $15.60 ," $11,341.20 ", $793.88 ," $10,547.32 "," $2,835.30 "," $5,932.32 ",01/02/2021,2, February ,2021
Dairy Products,United States of America, Robusta , Medium ,2826, $3.90 , $15.60 ," $29,390.40 "," $2,057.33 "," $27,333.07 "," $7,347.60 "," $15,373.44 ",01/08/2021,8, August ,2021
Dairy Products,Belgium, Typica , Medium ,3510, $6.50 , $15.60 ," $36,504.00 "," $2,555.28 "," $33,948.72 "," $9,126.00 "," $19,094.40 ",01/01/2021,1, January ,2021
Dairy Products,Japan, Typica , Medium ,3513, $6.50 , $15.60 ," $36,535.20 "," $2,557.46 "," $33,977.74 "," $9,133.80 "," $19,110.72 ",01/11/2021,11, November ,2021
Snacks,United States of America, Bourbon , Medium ,1893, $156.00 , $19.50 ," $24,609.00 "," $1,722.63 "," $22,886.37 "," $16,406.00 "," $4,984.90 ",01/05/2021,5, May ,2021
Beverages,United States of America, Bourbon , Medium ,1702.5, $156.00 , $9.10 ," $10,328.50 ", $723.00 ," $9,605.51 "," $7,377.50 "," $1,713.85 ",01/06/2021,6, June ,2021
Beverages,China, Bourbon , Medium ,820.5, $156.00 , $9.10 ," $4,977.70 ", $348.44 ," $4,629.26 "," $3,555.50 ", $825.97 ,01/11/2021,11, November ,2021
Beverages,United States of America, Bourbon , Medium ,2373, $156.00 , $9.10 ," $14,396.20 "," $1,007.73 "," $13,388.47 "," $10,283.00 "," $2,388.82 ",01/12/2021,12, December ,2021
Dairy Products,Japan, Arabica , Medium ,2607.75, $325.00 , $15.60 ," $27,120.60 "," $1,898.44 "," $25,222.16 "," $6,780.15 "," $14,186.16 ",01/04/2021,4, April ,2021
Beverages,United States of America, Arabica , Medium ,2373, $325.00 , $9.10 ," $14,396.20 "," $1,007.73 "," $13,388.47 "," $10,283.00 "," $2,388.82 ",01/12/2021,12, December ,2021
Beverages,United States of America, Caturra , Medium ,1702.5, $338.00 , $9.10 ," $10,328.50 ", $723.00 ," $9,605.51 "," $7,377.50 "," $1,713.85 ",01/06/2021,6, June ,2021
Beverages,China, Robusta , Medium ,2641.5, $3.90 , $455.00 ," $801,255.00 "," $56,087.85 "," $745,167.15 "," $595,218.00 "," $115,345.50 ",01/03/2021,3, March ,2021
Frozen Foods,Japan, Robusta , Medium ,672, $3.90 , $390.00 ," $174,720.00 "," $12,230.40 "," $162,489.60 "," $145,600.00 "," $12,992.00 ",01/06/2021,6, June ,2021
Frozen Foods,Japan, Robusta , Medium ,3271.5, $3.90 , $390.00 ," $850,590.00 "," $59,541.30 "," $791,048.70 "," $708,825.00 "," $63,249.00 ",01/10/2021,10, October ,2021
Beverages,Japan, Typica , Medium ,2964, $6.50 , $26.00 ," $51,376.00 "," $3,596.32 "," $47,779.68 "," $25,688.00 "," $16,993.60 ",01/10/2021,10, October ,2021
Frozen Foods,Japan, Typica , Medium ,3271.5, $6.50 , $390.00 ," $850,590.00 "," $59,541.30 "," $791,048.70 "," $708,825.00 "," $63,249.00 ",01/10/2021,10, October ,2021
Frozen Foods,United States of America, Blue Mountain Coffee , Medium ,2553, $13.00 , $390.00 ," $663,780.00 "," $46,464.60 "," $617,315.40 "," $553,150.00 "," $49,358.00 ",01/05/2021,5, May ,2021
Frozen Foods,Japan, Blue Mountain Coffee , Medium ,672, $13.00 , $390.00 ," $174,720.00 "," $12,230.40 "," $162,489.60 "," $145,600.00 "," $12,992.00 ",01/06/2021,6, June ,2021
Packaged and Prepared Foods,Switzerland, Blue Mountain Coffee , Medium ,5269.5, $13.00 , $162.50 ," $570,862.50 "," $39,960.38 "," $530,902.13 "," $548,028.00 "," $(13,173.75)",01/07/2021,7, July ,2021
Snacks,Japan, Blue Mountain Coffee , Medium ,3151.5, $13.00 , $19.50 ," $40,969.50 "," $2,867.87 "," $38,101.64 "," $27,313.00 "," $8,298.95 ",01/08/2021,8, August ,2021
Beverages,Japan, Blue Mountain Coffee , Medium ,2302.5, $13.00 , $26.00 ," $39,910.00 "," $2,793.70 "," $37,116.30 "," $19,955.00 "," $13,201.00 ",01/09/2021,9, September ,2021
Frozen Foods,Japan, Bourbon , Medium ,2488.5, $156.00 , $390.00 ," $647,010.00 "," $45,290.70 "," $601,719.30 "," $539,175.00 "," $48,111.00 ",01/07/2021,7, July ,2021
Beverages,Belgium, Bourbon , Medium ,913.5, $156.00 , $26.00 ," $15,834.00 "," $1,108.38 "," $14,725.62 "," $7,917.00 "," $5,237.40 ",01/08/2021,8, August ,2021
Packaged and Prepared Foods,Switzerland, Bourbon , Medium ,3130.5, $156.00 , $162.50 ," $339,137.50 "," $23,739.63 "," $315,397.88 "," $325,572.00 "," $(7,826.25)",01/09/2021,9, September ,2021
Beverages,Japan, Bourbon , Medium ,2964, $156.00 , $26.00 ," $51,376.00 "," $3,596.32 "," $47,779.68 "," $25,688.00 "," $16,993.60 ",01/10/2021,10, October ,2021
Frozen Foods,China, Bourbon , Medium ,2058, $156.00 , $390.00 ," $535,080.00 "," $37,455.60 "," $497,624.40 "," $445,900.00 "," $39,788.00 ",01/12/2021,12, December ,2021
Dairy Products,United States of America, Arabica , Medium ,4866.75, $325.00 , $15.60 ," $50,614.20 "," $3,542.99 "," $47,071.21 "," $12,653.55 "," $26,475.12 ",01/01/2021,1, January ,2021
Frozen Foods,Japan, Arabica , Medium ,1438.5, $325.00 , $390.00 ," $374,010.00 "," $26,180.70 "," $347,829.30 "," $311,675.00 "," $27,811.00 ",01/02/2021,2, February ,2021
Frozen Foods,Belgium, Arabica , Medium ,4120.5, $325.00 , $390.00 ," $1,071,330.00 "," $74,993.10 "," $996,336.90 "," $892,775.00 "," $79,663.00 ",01/02/2021,2, February ,2021
Packaged and Prepared Foods,United States of America, Caturra , Medium ,2467.5, $338.00 , $162.50 ," $267,312.50 "," $18,711.88 "," $248,600.63 "," $256,620.00 "," $(6,168.75)",01/05/2021,5, May ,2021
Beverages,Japan, Caturra , Medium ,4314, $338.00 , $455.00 ," $1,308,580.00 "," $91,600.60 "," $1,216,979.40 "," $972,088.00 "," $188,378.00 ",01/09/2021,9, September ,2021
Beverages,United States of America, Caturra , Medium ,1677, $338.00 , $26.00 ," $29,068.00 "," $2,034.76 "," $27,033.24 "," $14,534.00 "," $9,614.80 ",01/11/2021,11, November ,2021
Frozen Foods,China, Caturra , Medium ,2058, $338.00 , $390.00 ," $535,080.00 "," $37,455.60 "," $497,624.40 "," $445,900.00 "," $39,788.00 ",01/12/2021,12, December ,2021
Beverages,United States of America, Typica , Medium ,732, $6.50 , $9.10 ," $4,440.80 ", $355.26 ," $4,085.54 "," $3,172.00 ", $702.72 ,01/02/2021,2, February ,2021
